Uid,Songs
nathanchouuuu,647140
jkhaoo,630187
neosoul6666,598835
saintg,662649
qwer3694545,641692
ennogogo,320536
everydaze,605697
s712996,576858
iruka527,557744
srvblues157,657366
sibbiefantastic,646561
hui19880718,321406
MacaquBand,408403
79511170,573159
hsu9728456,645929
shrimp_84,672579
alluvial,26238
TNSO,504587
ggg0748,629403
rods,112590
Hedi1103,676389
BeTrash,507572
newswimmer251,610927
Cicadatw,552878
ocat601,603376
JSN,657905
begone_1998,620722
mistytoast,392066
slao,593238
freefalltw,377287
Walri,170021
flykite2016,369672
brave8599,608540
ray30908,652651
grayinfluenza,641790
silenttoads,6535
happyyoungsters,600839
kk108516,103042
leeky37,112442
Zshiuan,609328
Dolphin1001,670111
apu_song,610161
undereyes,645092
vivian13tw,145538
LeftVocalChord,655595
zos,557420
fromhush,131404
hhlivetw,417079
jacky0977327262,629078
verygood123,156495
mcxiao,58050
shanghaiqiutian,585064
Lexuan__,660954
Ali_Istandaa,621536
minokabasawa200,116451
dearmusik,204914
limitpapa,576177
popo10963,625313
verygood123,133333
gn00476239,153448
jane820113,670771
dopepurple,646007
ccbackflow,127603
falling_voice_vny,660968
flowstrong,595468
Lick,607300
caroline1018,139380
Chur7ill,568459
frosty_resonance_0pa,616866
sonnieband,675672
icekrozz,62360
fran1024,60948
gwenchichi,133988
Maffine,329061
ychuan0821,613382
lukechan168,546625
TheBarberettes,596448
iruka527,585712
falling_voice_vny,660101
Coyico2017,605638
symphony530,119826
a7474896,335325
fleshjuicer,336771
outletdrift,559324
SoulFaofficial,581903
amdslancelot,50537
yvngcoco,611591
sanchongetemple,372086
gasquill,122984
shananjie,559464
cozydiary,356511
kolaswu,557889
zoo1110,565624
morimagic,11041
14production,92471
zbojohnson,485152
dzjones,21725
fragilegirls,580372
tzuchuanhsu,625062
aaasi,377335
achauchau,370590
OmtRtugh,645278
caroline1018,140940
huangweijieweijie,567849
ripplesmusic,632193
s8817012011,560467
bombattrack,406341
strandedwhale,359028
Cliff949,654183
zaniband_tw,548819
PeeWee,112838
cloudyclouzy,612672
asdfghj8849,656846
PINGSAN,596468
crlnolva,28955
fiftybodyfifty,595103
tdawg666,43201
goodband,551262
l1211y,86414
bibibee,133541
honeyjay75,665171
jennyfan511,622689
Mercylose,573617
kninat,108029
taipeicases,562505
bibibee,109478
Serrini,542920
k2c_goodmusic,669419
linjheyu,666862
zephec,182979
REDGORDON,99581
1chao,377057
flux,370165
versus123,146414
lpj2017,542334
Lilice,146844
lukechan168,608082
koyama15,76728
B1band,619635
Illy,100832
theother,610677
kaohaoche1996,493932
whocares2016,621480
blacksweetchild,418804
Skey,193446
tomaawards,598812
lee841227,391116
holyn,587772
wearewang,516457
superberry_2019,644358
waynessosad,597676
chillmanband,593123
shivia,9652
naau_eucna,596989
a20160601,370851
supersourgummy,564116
rule1230,362242
thickbigband,364412
theother,610675
ironhorn,552528
hoskey,171511
TuTofficial,305515
hydbzzz3,33617
YoungLee337,604455
thesignofhuman,583401
yyrealseer,617071
shien_little_stone,630779
s41502,649360
fromhush,147158
acawanted,601125
Fierymace,622120
legend_of_vessels,676220
TimmyNaN,677642
the___scenario,620040
five123454321,564456
lucymeow,670605
ConstantanChange,386071
fangdongdemao,552755
SNSOS,546700
indoor_trip,629126
OfeliaYang,610010
sjgueg,28073
highcc,566417
fragilegirls,471936
Mikeykuo1126,621285
accomplicespunx2015,568412
prairiewwww,345543
ryanlin,638145
Thestudentlin,613333
applepink,198600
TiniFlower,664424
ggteens_,677801
hydbzzz3,33594
lukechan168,546624
caizhenhong,114007
naylino2,142047
Verse_T,568128
nagisatodoroki,312062
b8095,577524
Mango_Street_Papa,644641
Buttergarden1769,604133
liliumtaiwan,547112
amdslancelot,74220
soundandpicture,623636
Felina0722,599511
MasqueraderTW,372835
WENFANG,666298
fiftybodyfifty,504772
Fogbow2013,610001
booniehuilu,600383
dishpresto,107101
yuan183186,485237
rabbit2222,92449
HakkaPopMusic,612222
dingximusiccenter,560127
w9injack,93733
woodenglasses,499122
saintg,600122
david198689,130251
chenchao7,595119
KE1996,573134
BABY_CINDY,567495
JADE_official_tw,593322
anyanbai,68216
tristemo000,648870
imdifficult,562005
prairiewwww,565061
collage7275,667870
breakfast848,572263
bigarnex,184097
scott_mm7,659509
lukechan168,577264
MajoDashin,674352
ryanlin,638160
themajesticg,393891
uglysister,609893
bluebluecurtain,476927
weiwei617617,584854
black_silence_1x3,582033
2017flykite,489462
sixteenmins,341313
ShockyC,581922
sss_driver,133826
tighttightcrotch,501347
1chao,404381
vacuumusic,169584
imisswei,385576
bugsofphonon,197281
zycozycozyco,556094
ze2764767,121986
coconuts,362062
ripplesmusic,604862
minokabasawa200,90515
joey82517,594373
zozopenny,349962
verygood123,105711
bizcashi29,496967
yuan183186,390446
acawanted,647862
s8817012011,500557
joey82517,594372
BeTrash,555545
howhowku,605606
bbcd1010a,322893
rainofsorrow,581470
Theseus_tw,577028
arrowwei,570838
ayeh422,107566
monday,25426
Sidecho,603629
tepid_music,667636
besoulreg,577384
ripplesmusic,640858
yifentan,625899
aidatung,374779
angelo_leeric,550472
ckamband,664922
seito_uta,622756
sidgarden,5596
Maochun,622528
cloud0201,591266
teppei9462,128059
floyd_huang,548680
Illy,115033
wednesdaywu,565008
chiayuanyu,144552
elisaflo,5984
wildfiremusic,48756
jackietop1,194136
Jaoreir,547153
heyfuguko,555678
Charliechin,660027
baishoubeatz,39336
cgsh97_monkey,645179
tz_yi,665221
blez,557047
semitune,98261
BoysWithBigCock,540774
Albertlin512,669181
VastHazy,387411
Gordon_Lai,606764
afubighead,125475
UnderU,595066
heiwuyuedui,580879
J2L,79575
binghewu,652479
Teric,105014
tkluvincrew,574357
b8095,638539
Hazi_mingli,553177
wq5080777,661832
rjbss,559350
thickbigband,313126
flblueflower0821,165856
Mango_Street_Papa,659889
thisisyoyo,325006
fuzz_fuzz_rainbow,566997
anyonesthere,626214
whitefrequency2016,610045
djp88168,24657
yoricky,603597
jimmy19830622222,34025
greeneyesmusic,344997
sandy860425tw,548961
chrisxxx,36686
Wildodio,595860
qwerty7897,678352
legend_of_vessels,675744
ggteens_,669406
ze2764767,125690
adrian_hsu,621154
zos,586099
p23466286,481262
Lexuan__,651242
theforest,364181
zoomie_live,655603
strike126,114274
yiqin_fu,618384
liliumtaiwan,547110
mymaytai,33591
peaceandwave,544154
OlivierCong,632205
SunsetSamuraiTW,583272
hung730322,167394
JulianWei,575932
vacuumusic,164250
jenjen20200811,620392
OfeliaYang,495087
chochukmo,200020
liliumtaiwan,287240
_lh__1999,670830
hilapen,3037
tan8810205,19623
greeneyesmusic,344994
alene,57561
noisy_bar_1f,667516
heatmark,509276
cason_music,136886
bobbykaycoolson,367811
zaniband_tw,548818
YoungLee337,627289
match0728,612111
young_sea_ecd,672067
o__z520,621530
ennogogo,285957
ego_oge,606073
Sidecho,582113
changandlee,361988
collage7275,622036
Chee,146895
YIBAI_100,509401
peterlin01112021,667647
yourcallband,615343
pinhsinwang1117,555802
shinken,416959
HavenLee0524,593764
anyonesthere,627984
match0728,598859
polinfinitum,653977
FrozenStreet,545690
timpanifox,127904
TNSO,519677
17_MoreDaysz,642053
vivavvn,24348
coverpeople,118075
roye1106,619997
hideto810006,155848
strike126,106936
wednesdaywu,594475
poorrabbitjoe,530966
bisiugroup,558626
pnfc,131678
owl90294,540678
Tiyuguzhang,368091
wenda,607063
underthemoon2007,160634
kinemas1201,546487
CreedZ,486872
REDGORDON,110138
youngstar,42616
mcxiao,371686
cloudchou,160319
ggteens_,672171
joelin_0910,130170
Joshhh,660781
balai,396256
zos,593509
manchuker,24563
heatsketch,649244
MCebbi,64047
TNSO,535931
anyonesthere,641877
vshawn,15725
outer_space_mob,628798
dishpresto,107147
shan7218,11478
Juniperberry,617478
roseandbeef,124104
forgettheg,584936
LittleCVR,130820
AirDoll,406516
msays,551163
sharonskwan,627880
bellebearrrrrr,593217
CEDmusic,670388
ZZ23217742,631509
MCMTW,596509
flyingspirit,154909
ianchiang,122735
wearewang,617733
NANMEN,168804
pnfc,553475
misike,615150
momohuang,103271
Beatise,162510
punkhoo,602267
thesignofhuman,176105
garry,139153
bizcashi29,496977
flblueflower0821,167226
blaster,375836
SaltyIan9527,670974
pehthiha,559591
1129chu,636166
HoRayc,377123
teng100624,653526
goodband,368867
silentjeff,555941
Febmor,122137
THEYOURS,225209
48_anna_l,597134
sangni,678189
e2350464,36337
dingdingshishi,135303
bryansoulmusic,568023
seanli0213,681238
1chao,547974
bbl900508,621765
guntzepaula,274014
royalflush0224,610154
TheJAWS,619415
guinh,632508
ControlT,383032
seansu0801,115529
joshboi0807,139920
hghm19,645899
MateLin,517477
theshiningeyesseproject,663063
freckleben,19756
1chao,512087
huanhuantw,578803
ChicoTsai,549559
raspy_paper_00,668376
Cliff949,630265
realityxxxx,555276
ranzo_voice,646789
w9injack,120877
kumarathecat,565932
newlife200732,122449
swingblack,101942
jiya0810,604857
ae86daniel,659473
xlgem,1235
hank830614,362763
fhshgd11,582696
teetrain0112,635119
minipi,127235
yuan183186,546214
ball0228,340170
fw7975,368332
collage7275,627643
goodband,573261
aretall,681314
treesmusicart,564276
swjht,85329
summer_snow_mu,560289
chillmanband,593122
whocares2016,659396
shinzz,552592
AZUAband2017,550941
0o_coolbaby_o0,676944
Theseus_tw,579708
thisisyoyo,568733
retroinspection,132308
westbywest,561109
haze,33309
boilingfrogs,191132
vannyma,95118
nicocheung0906,659858
BeTrash,507602
mosesrie,623437
Illy,115037
taipeicases,297253
lamasonic,635266
germfreeroom2019,601637
lbz2kwork,575894
IGUband,154069
singoursong2013,192309
bbcd1010a,200416
DanielBlack870323,635976
FayeHong,571806
dishpresto,150066
leafyeh,652077
tan8810205,17234
nastyjrfog,34206
lucymeow,658671
flykite2016,369625
jethop,119828
celia_201,145017
MasqueraderTW,372833
4Dimspace,615943
f77788,569266
Frozon,650249
Normallassie,644807
teng100624,576789
saide,662255
c22_lab,672082
PruneDeer,553458
TiniFlower,664419
emily12712,634884
PinkNoise11,313165
tmpss96408,678551
MixerMiSir,368689
fangdongdemao,482051
2012southmusic,375351
louie0630,649313
ironhorn,603299
ro_cm_music,362380
oldrtim,625363
Theseus_tw,603401
yummygummy,639841
nanguaq,623471
teensuicide,502432
pagedown,126714
swingblack,127769
Uncertain4444,575663
thesignofhuman,377588
Mercylose,578253
ilovefunk_0407,589914
caroline1018,140937
soulfun,28303
u06jp6com,371702
utopia0224,185655
missbac,631531
ocat601,371679
frisco1,48992
richard871011,615030
SoulFaofficial,599746
DoZzz,535486
SRollercoaster,556150
hang_honey,608279
tru________d,655963
arcplg,577416
Cliff949,664891
w568626,184191
HiJacktheband,577157
faasofficial,623578
frank_chen88688,623885
parkproduction,498427
ZZ23217742,595520
zoidsroy,583395
locking794620,637276
louie_0309,586931
nckn,606467
Slimheaton,42463
breedmysoul,593002
hsinpei,115796
jimmy3063,643265
superten710910,3547
WalkingDownZhinanRoad,598130
JackYen,581378
popo10963,616684
iplockers_peterwu,598986
joyce_ch0627,617262
angelo_leeric,512292
floatpin6,192642
flykite2015,334677
DPmusicgang,553829
Mango_Street_Papa,589388
chian0629,540933
meganuyl,29479
guitaremilypu,576735
onepercent,552904
LBCGFUNK,112208
lovejinjin1115,625333
LIEUTENANT,72810
ainkaoh,101045
real_jimmy,114558
tsaibrett0916,676140
teng100624,576999
gaexpa113918,601782
a0972997121,485262
blez,564460
autumnteaband,370563
sparkling_rice_1cu,654078
dkeskendo,634192
ripplesmusic,629153
jiajheng_yeh,641049
nckn,665036
tan8810205,11173
Fogbow2013,598347
k7820320,653432
tracychien,629797
atsemusic,629613
heatsketch,548785
apyoungun,55877
tighttightcrotch,501352
kay159321,84942
pen_i,672526
fangdongdemao,563639
flynchong,666209
mustbeniceband,580555
l1211y,112544
VastHazy,390381
lshtd,157835
jcfc,118196
UNION,43467
elsanini,680139
volcan0,627299
poshangcun,185503
iron_rose_fest,602910
budha,25818
jazzmumu,153087
SavuluLawayMusic,325237
taylorbear,573926
windevasion,162397
ck_wang_92,680800
feedpigs,637096
tsuru10,197209
djpoint,50086
ocat601,593854
acps92098,647534
candlekuo,667715
seansu0801,105624
conniesin,406956
SADOG,588755
nonsense,573318
haya,31782
asdfphjkl001,360377
frank_chen88688,659336
formoza,625772
liuding,194925
leonzheng,555451
hiphopforGod,24430
nuzayin,18937
dlrkloc,559017
accomplicespunx2015,558583
alplus,37079
Fogbow2013,563773
BLACKLIVER,641053
Zshiuan,583493
legend_of_vessels,675469
JHmetal,134597
formoza,625769
imeanusband,617231
HappyHour,657894
thegirlsmood,200649
jimmy1983062222,31772
antiear,566275
Coyico2017,622786
louvreishat,600515
Matchboxhk,215680
pqpqpq,139993
